다발지식별자,다발지그룹식별자,법정동코드,스팟코드,관할경찰서,다발지명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6345449,2017081,3114010100,260331001,울산 울산남부1,울산광역시 남구 무거동(신부로터리 부근),4,4,0,3,1,0,129.2635382,35.55041199,"{""type"":""Polygon"",""coordinates"":[[[126.87666959313687,35.14261307120686],[126.87666243783434,35.142455856437238],[126.8766386277693,35.142299752550414],[126.87659834498304,35.142145948018964],[126.87654189570303,35.141995612110414],[126.87646971148538,35.141849888581838],[126.87638233938743,35.141709888416472],[126.87628044536834,35.141576675414896],[126.8761648055188,35.141451264347751],[126.87603629956985,35.141334608299815],[126.87589590431909,35.141227596834014],[126.87574469043371,35.141131043352779],[126.87558380710352,35.141045682315188],[126.87541447988779,35.140972163817175],[126.87523799539028,35.140911048103753],[126.87505569912089,35.140862798345452],[126.874868976817,35.140827783248298],[126.87467925121507,35.140806268922724],[126.8744879633865,35.140798419689631],[126.87429657167785,35.140804293566759],[126.87410653081702,35.14082384757139],[126.87391928756746,35.140856932287456],[126.87373626752505,35.140903296305567],[126.87355886305372,35.140962585258464],[126.87338842334712,35.141034349884116],[126.87322624676825,35.141118043279988],[126.8730735676239,35.141213028047133],[126.8729315473435,35.141318581653543],[126.87280126565685,35.141433901797143],[126.87268371618327,35.141558109086844],[126.87257979206436,35.141690259590355],[126.87249028594934,35.141829346636229],[126.87241587672436,35.141974313367619],[126.87235713169197,35.142124054555723],[126.87231449987179,35.142277430991292],[126.87228830316043,35.142433276651637],[126.87227874176835,35.142590405039996],[126.87228588974943,35.142747619080787],[126.87230969160719,35.142903723725659],[126.8723499655497,35.143057530479034],[126.87240640779392,35.14320786824112],[126.87247858699742,35.143353593198448],[126.87256595297504,35.143493596985202],[126.8726678432338,35.143626813029975],[126.87278348069268,35.143752227365631],[126.87291198679789,35.143868885912156],[126.87305238146678,35.143975901691398],[126.87320359733012,35.144072458509143],[126.87336448403342,35.144157822700926],[126.87353381701951,35.144231343178923],[126.87371030622906,35.144292462298836],[126.87389260929608,35.144340713224103],[126.87407933915857,35.144375729885205],[126.87426907395491,35.144397245228177],[126.87446036906768,35.144405095786084],[126.874651770307,35.14439922084577],[126.87484181827739,35.144379666077405],[126.87502906926611,35.144346580035418],[126.87521209633742,35.144300215065464],[126.8753895080321,35.144240922891782],[126.87555995164982,35.144169156436767],[126.87572213198902,35.144085459997704],[126.87587481352399,35.14399047196202],[126.8760168358574,35.143884914065062],[126.87614711591669,35.143769591399987],[126.87626466341229,35.143645380773783],[126.87636858415809,35.143513227116095],[126.87645808671195,35.143374136298199],[126.87653248901573,35.143229167952349],[126.87659122725735,35.143079424695586],[126.8766338526236,35.142926045800081],[126.87666004123825,35.142770199128009],[126.87666959313687,35.14261307120686]]]}"
6345574,2017081,1159010700,111911002,서울 서울동작2,서울특별시 동작구 사당동(대림쇼핑센타 부근),4,4,0,2,1,1,126.9467882,37.50557008,"{""type"":""Polygon"",""coordinates"":[[[127.29030440549325,34.607529973877448],[127.29029649952044,34.607372766580248],[127.29027205372432,34.607216726636224],[127.29023125171545,34.607063042022382],[127.29017440475248,34.606912882893084],[127.29010194740357,34.606767390751301],[127.29001442882713,34.606627674827557],[127.28991251607987,34.606494796755783],[127.28979698539375,34.606369768756032],[127.28966871566251,34.60625354099929],[127.28952868190106,34.606146999794056],[127.28937795200503,34.606050954957013],[127.28921767148856,34.60596613708266],[127.28904906131756,34.60589319213026],[127.2888734026556,34.605832675988005],[127.28869203470276,34.60578504725602],[127.28850633615028,34.605750669920788],[127.28831772083873,34.605729806134036],[127.28812762468289,34.60572261258352],[127.28793749366385,34.60572914588333],[127.28774877403747,34.605749354440974],[127.28756290250132,34.605783086556201],[127.28738129421461,34.605830084989165],[127.28720532970443,34.605889990544114],[127.28703635048757,34.60596234927548],[127.28687564053881,34.606046609749008],[127.28672442409329,34.60614213025125],[127.28658385036491,34.606248184172358],[127.28645499135204,34.606363965411582],[127.2863388265619,34.606488591054635],[127.28623623970581,34.606621113991579],[127.28614801214957,34.606760524707589],[127.28607481633588,34.606905763895355],[127.28601720705227,34.607055724242052],[127.28597562466112,34.60720926576478],[127.2859503863624,34.60736521940138],[127.28594168179978,34.607522397823871],[127.28594957957596,34.607679605369235],[127.28597401741207,34.607835646138192],[127.28601481193951,34.607989332128739],[127.28607165212695,34.608139493144705],[127.28614410361196,34.60828498762568],[127.28623161741447,34.608424706270178],[127.28633352662278,34.608557587361545],[127.2864490551124,34.608682618588006],[127.28657732405634,34.608798849680483],[127.28671735846369,34.608905394229197],[127.28686809041913,34.609001442315815],[127.28702837434594,34.609086263247129],[127.28719698917459,34.609159210970972],[127.28737265360007,34.609219729514983],[127.28755402824703,34.609267360205997],[127.28773973422098,34.609301738998056],[127.28792835745577,34.609322603695169],[127.28811846179589,34.609329797581907],[127.28830860101155,34.609323264033947],[127.28849732859791,34.609303054651349],[127.28868320761549,34.60926932115941],[127.28886482267775,34.609222320839834],[127.28904079305184,34.609162412945643],[127.28920977704261,34.609090051493538],[127.28937049053033,34.609005788000403],[127.28952170917233,34.608910264271479],[127.28966228368806,34.6088042070146],[127.28979114205498,34.608688422431925],[127.28990730478571,34.60856379353929],[127.29000988823149,34.608431267545384],[127.29009811113008,34.60829185405791],[127.29017130118022,34.608146612468431],[127.2902289037697,34.607996650162661],[127.2902704787394,34.607843107183093],[127.29029570911489,34.607687152636174],[127.29030440549325,34.607529973877448]]]}"
6345442,2017081,1162010100,112111001,서울 서울관악1,서울특별시 관악구 봉천동(진아빌리지 부근),7,8,0,5,1,2,126.9363317,37.48629472,"{""type"":""Polygon"",""coordinates"":[[[126.73797058515699,37.347064118696615],[126.73796358169916,37.346906955083725],[126.73793944686022,37.346750876321813],[126.73789836518405,37.346597070692638],[126.73784065008967,37.346446709273927],[126.73776673945194,37.346300935996496],[126.73767719680902,37.346160859540518],[126.73757270352066,37.3460275469766],[126.73745405548823,37.345902012929479],[126.73732215532333,37.345785212318034],[126.73717800564593,37.345678033102658],[126.73702270573344,37.345581292659766],[126.73685743583464,37.345495725964525],[126.73668345491254,37.34542198557785],[126.73650208607964,37.345360630737389],[126.73631470867014,37.345312130011912],[126.73612275156957,37.345276851344408],[126.73592767287924,37.345255063724437],[126.73573095770767,37.345246932667784],[126.73553410461827,37.345252521030737],[126.73533860986491,37.345271785303012],[126.73514596171508,37.3453045791764],[126.73495762691559,37.34535065255556],[126.7347750382328,37.345409655983715],[126.73459958431367,37.345481138773437],[126.73443260168595,37.345564558868894],[126.7342753612408,37.345659280052914],[126.73412905909335,37.345764582702941],[126.73399480755265,37.345879663731019],[126.73387363048724,37.346003648269985],[126.73376644861236,37.346135593182055],[126.73367407941565,37.346274494267753],[126.73359722353514,37.346419293387193],[126.73353646803383,37.346568889296329],[126.73349227391451,37.346722143874487],[126.73346497829189,37.346877890249822],[126.73345478864354,37.347034942676409],[126.73346178382491,37.347192107356733],[126.73348590950366,37.347348186918801],[126.73352698254318,37.347501993063837],[126.73358468975967,37.34765235737494],[126.73365859354487,37.34779813315695],[126.73374812943983,37.347938211646209],[126.73385261849546,37.348071527499982],[126.73397126381916,37.348197065084932],[126.73410316400143,37.348313870283356],[126.7342473130964,37.348421052297219],[126.73440261516974,37.348517796363282],[126.73456788878723,37.348603366487701],[126.73474187599264,37.348677110913989],[126.73492325128612,37.348738467590827],[126.73511063510092,37.348786971471519],[126.73530260173652,37.348822251862302],[126.73549768944025,37.348844040600909],[126.73569441283882,37.34885217123626],[126.73589127644433,37.348846583623065],[126.73608678035789,37.348827318550619],[126.73627943602457,37.348794523252778],[126.73646777983087,37.348748446988473],[126.73665037535707,37.348689441957085],[126.73682583378452,37.348617955316861],[126.73699282064499,37.348534531931563],[126.73715006379888,37.348439807209708],[126.73729636816857,37.348334501789921],[126.7374306180521,37.348219416146129],[126.73755179295665,37.348095427984006],[126.73765897111284,37.347963479642743],[126.73775133626584,37.347824576334638],[126.73782818569492,37.347679774477498],[126.73788893366198,37.347530175405879],[126.73793311936609,37.347376920013055],[126.73796040597529,37.347221172519085],[126.73797058515699,37.347064118696615]]]}"
6345650,2017081,2717010100,223027003,대구 대구서부3,대구광역시 서구 내당동(대구스포츠사 부근),4,4,0,1,1,2,128.5509857,35.85939561,"{""type"":""Polygon"",""coordinates"":[[[126.96537187217247,35.934094816333058],[126.96536449306167,35.933937625159913],[126.96534029677495,35.933781555495777],[126.96529946719578,35.933627795546805],[126.96524231581941,35.933477514245922],[126.96516927624913,35.933331854917839],[126.96508090535018,35.933191928072304],[126.96497787669286,35.933058796950405],[126.96486097169395,35.932933475683235],[126.96473108302582,35.932816916686136],[126.96458919799922,35.932710008782863],[126.96443639532208,35.932613564570417],[126.96427384068416,35.932528317696011],[126.9641027679488,35.932454917365277],[126.96392448140828,35.932393922943952],[126.96374033698915,35.932345796662659],[126.96355173558547,35.932310906292997],[126.96336011313967,35.932289516989776],[126.96316692844599,35.932281792138816],[126.96297364988196,35.932287788790099],[126.96278174983304,35.932307463042555],[126.96259268921328,35.932340664565196],[126.96240790413609,35.932387141045055],[126.96222880370665,35.932446537275084],[126.9620567500165,35.932518403178129],[126.96189305151313,35.932602191071318],[126.96173895408525,35.932697262837671],[126.96159563215927,35.932802895294394],[126.96146417536121,35.932918285541149],[126.96134558406456,35.933042553643382],[126.96124076043606,35.933174755212839],[126.96115050287978,35.933313883184454],[126.96107549819014,35.933458880401986],[126.96101631821182,35.933608641404923],[126.96097341197941,35.933762026817583],[126.96094710677386,35.933917870565722],[126.96093760364211,35.934074986166806],[126.96094497289171,35.934232176626949],[126.96096916065295,35.934388247092478],[126.96100998219281,35.934542009327956],[126.96106712627228,35.934692292555162],[126.96114015950982,35.934837953390947],[126.96122852521455,35.934977883957039],[126.96133155110057,35.935111018226891],[126.96144845253725,35.935236342860662],[126.96157834025851,35.93535290445385],[126.96172022585579,35.935459816776181],[126.96187303062192,35.935556264419112],[126.96203558990602,35.935641514537622],[126.96220666641777,35.935714916911309],[126.96238495902404,35.935775914804374],[126.96256911163813,35.935824042301803],[126.96275771980687,35.935858934257645],[126.96294935068042,35.935880324582058],[126.96314254520242,35.935888050759758],[126.96333583142267,35.93588205300842],[126.9635277399971,35.935862377954557],[126.96371680975864,35.935829175051957],[126.96390160101809,35.935782697542358],[126.96408070779241,35.935723298001484],[126.96425276777322,35.935651430186013],[126.96441646904785,35.935567639144871],[126.96457056892942,35.935472564006936],[126.9647138918144,35.935366927150987],[126.96484534802958,35.935251534288298],[126.96496393834589,35.935127262760581],[126.96506875732817,35.934995057947006],[126.96515901001169,35.934855926124321],[126.9652340086234,35.934710927238193],[126.9652931815214,35.934561164122528],[126.9653360798863,35.934407776217142],[126.96536237666406,35.934251931447818],[126.96537187217247,35.934094816333058]]]}"
6345450,2017081,2717010300,223027001,대구 대구서부1,대구광역시 서구 평리동(평리광명네거리 부근),4,4,0,3,1,0,128.5556819,35.8756061,"{""type"":""Polygon"",""coordinates"":[[[127.08190463827074,37.624930345634141],[127.08189689341208,37.624773204472476],[127.08187195910914,37.624617197574032],[127.08183002486292,37.624463512666516],[127.08177141058677,37.624313319906008],[127.08169656099201,37.624167761943028],[127.08160604789637,37.624027945819421],[127.08150055779134,37.623894936616182],[127.08138089529977,37.623769746650829],[127.08124796961627,37.623653328220044],[127.08110279454641,37.623546566390694],[127.08094647379518,37.623450275343842],[127.08078019650006,37.623365186643063],[127.08060522816669,37.623291949203868],[127.08042290166576,37.623231118447002],[127.08023460362192,37.623183158955626],[127.08004176653995,37.623148434533547],[127.07984585859957,37.623127209972637],[127.07964837121925,37.623119646502602],[127.07945080545703,37.623125802644296],[127.07925466636904,37.623145630584474],[127.07906144712875,37.623178979724464],[127.07887261543782,37.623225595729906],[127.07868961123818,37.623285125028772],[127.07851382632829,37.623357112934862],[127.07834659751101,37.623441013537182],[127.07818919867914,37.62353618696617],[127.07804282602459,37.62364191015557],[127.07790859577317,37.623757376832756],[127.07778752825425,37.623881709177624],[127.07768054448043,37.624013961414093],[127.07758845930664,37.624153126994791],[127.07751197345529,37.624298145781744],[127.07745167005324,37.624447914848815],[127.07740800666073,37.624601294761263],[127.07738131635546,37.624757117690876],[127.07737180313983,37.624914197313515],[127.07737953734298,37.625071339608255],[127.07740446239039,37.625227347388233],[127.07744638792906,37.625381032894914],[127.07750499430023,37.62553122772924],[127.07757983703279,37.625676789177739],[127.07767034566572,37.625816607420056],[127.07777583159616,37.625949619979515],[127.07789549146634,37.626074813539269],[127.07802841502303,37.626191236590756],[127.07817359190551,37.626298001262086],[127.07832991497351,37.626394295950455],[127.07849619615742,37.626479388084341],[127.07867116869511,37.626552629541251],[127.07885350183523,37.626613462109646],[127.0790418087313,37.626661424729313],[127.07923465325938,37.626696150812798],[127.07943057037367,37.626717376431031],[127.07962806838202,37.626724939420896],[127.07982564252316,37.626718783940696],[127.0800217908667,37.626698955118982],[127.0802150199528,37.626665604482568],[127.08040385842058,37.626618985497913],[127.08058686947228,37.626559454516212],[127.08076266112144,37.626487462696801],[127.0809298941133,37.626403558738289],[127.08108729556656,37.6263083817149],[127.08123366807139,37.626202655699387],[127.08136789878674,37.626087184385632],[127.08148896398889,37.625962848399254],[127.08159594387394,37.625830592729649],[127.08168802256681,37.62569142492584],[127.0817645017891,37.625546402524677],[127.08182479746708,37.625396631234686],[127.0818684522752,37.625243250558128],[127.08189513340656,37.62508742657117],[127.08190463827074,37.624930345634141]]]}"
6345476,2017081,4137012100,132441002,경기 화성동부2,경기도 오산시 가수동(대한정형외과앞사거리 부근),6,7,1,1,4,1,127.0629595,37.14969587,"{""type"":""Polygon"",""coordinates"":[[[128.21303992173543,37.141463405187586],[128.21302987777011,37.141306340364537],[128.21300277313975,37.141150575227144],[128.21295881496852,37.140997292960243],[128.21289833521172,37.140847661568635],[128.21282179726364,37.140702818514164],[128.2127297812923,37.140563868100813],[128.21262298859651,37.140431866125653],[128.21250223257974,37.140307818131703],[128.21236843187455,37.140192666831133],[128.21222260356978,37.140087290344688],[128.21206585971404,37.139992489604658],[128.2118993915287,37.139908985747141],[128.21172446598061,37.139837414725719],[128.21154241560032,37.139778321965672],[128.21135462490639,37.139732155235528],[128.21116252255268,37.139699267399493],[128.21096757112258,37.139679908367007],[128.21077125475685,37.139674226068998],[128.21057506560462,37.139682262032565],[128.21038049937468,37.139703956816092],[128.21018903389719,37.139739144729241],[128.21000212804384,37.139787558345979],[128.20982120258324,37.139848827717195],[128.20964763688224,37.139922488502108],[128.20948274974356,37.140007979377692],[128.20932779722378,37.140104649261652],[128.20918395692283,37.140211762813387],[128.20905232578397,37.140328505854072],[128.2089339043568,37.140453988163408],[128.20882959353702,37.140587256117179],[128.20874018782663,37.140727294528894],[128.20866636869476,37.14087303930765],[128.20860869558479,37.141023379313417],[128.20856760943224,37.14117717165886],[128.20854342367929,37.141333244466267],[128.20853631991054,37.141490412216896],[128.20854635461288,37.141647476611631],[128.20857344919807,37.141803243757117],[128.20861740016554,37.14195652771086],[128.20867787244387,37.142106161338212],[128.20875440398339,37.142251006201192],[128.20884641483593,37.142389960617635],[128.20895320383309,37.142521965992167],[128.20907395769234,37.142646017579786],[128.20920775783807,37.14276117165776],[128.20935358722366,37.142866552697733],[128.20951033374243,37.142961356952242],[128.20967680610067,37.143044864079876],[128.20985173607039,37.143116437133024],[128.21003379435521,37.143175533281308],[128.21022159282779,37.143221701996652],[128.21041370372393,37.143254590347766],[128.21060866309125,37.143273950191613],[128.21080498989147,37.143279633552559],[128.2110011871639,37.143271596221382],[128.21119576344745,37.143249900331092],[128.21138723726304,37.143214711625696],[128.21157415059486,37.143166295773248],[128.21175508132126,37.143105022797542],[128.21192865328385,37.143031359805484],[128.21209354412107,37.142945865530535],[128.21224849879846,37.142849192052942],[128.21239233964198,37.142742073921021],[128.2125239697169,37.142625328129583],[128.21264238848096,37.142499842305739],[128.21274669512783,37.142366571081844],[128.21283609527384,37.14222652884245],[128.21290990764399,37.142080782471439],[128.21296757297532,37.141930440480444],[128.21300864945113,37.141776646725333],[128.21303282725839,37.141620572205248],[128.21303992173543,37.141463405187586]]]}"
6345520,2017081,4139013200,133541001,경기 시흥1,경기도 시흥시 정왕동(정왕동공원A 부근),5,6,0,1,4,1,126.7357127,37.34704955,"{""type"":""Polygon"",""coordinates"":[[[128.55529545595755,35.833687719790738],[128.55528494941296,35.833530657422706],[128.55525767293969,35.833374938694874],[128.55521383387014,35.833221749143583],[128.55515376656246,35.833072252447295],[128.55507792683795,35.832927588672966],[128.5549868939774,35.832788858031201],[128.55488135846957,35.832657115575451],[128.55476212523484,35.832533363962497],[128.554630100244,35.832418546358745],[128.55448629037437,35.832313535624031],[128.55433178897056,35.832219130833714],[128.5541677713216,35.832136050107131],[128.55399548574644,35.832064926179584],[128.55381624465593,35.83200630017101],[128.55363141123541,35.831960618999261],[128.55344239161491,35.831928229138832],[128.55325062492122,35.831909377610529],[128.55305757105671,35.831904208482797],[128.55286469737121,35.831912759382675],[128.55267347320228,35.831934966953114],[128.55248535430934,35.831970661579724],[128.55230176964102,35.832019571112546],[128.55212411917188,35.832081324490581],[128.55195375396761,35.832155451013897],[128.55179196962871,35.832241386710862],[128.5516399985793,35.832338477109076],[128.55149899576054,35.832445983670333],[128.55137003647712,35.832563088315609],[128.5512541009943,35.83268890077116],[128.55115207126403,35.832822462201698],[128.55106472442429,35.832962756084832],[128.5509927262506,35.83310871547954],[128.55093662239247,35.833259230314134],[128.55089684176315,35.833413152765061],[128.5508736867873,35.833569313569633],[128.55086733452799,35.83372652381874],[128.55087783129096,35.833883585822562],[128.55090509942914,35.834039305672995],[128.55094893075625,35.834192497809298],[128.55100899222109,35.834341995787703],[128.55108482492781,35.834486662208199],[128.55117585420328,35.834625396741195],[128.55128138635683,35.834757142468312],[128.55140061767702,35.834880896623638],[128.5515326411676,35.834995717748825],[128.55167645328439,35.835100732848183],[128.55183095730351,35.835195140966988],[128.55199497896348,35.835278223875093],[128.55216726873994,35.835349350556136],[128.5523465162629,35.835407978885996],[128.55253135815164,35.835453661876237],[128.55272038473126,35.835486053025903],[128.55291215995101,35.835504905246268],[128.55310522366142,35.835510075349276],[128.55329810489062,35.835501523030075],[128.55348933739467,35.835479314337043],[128.55367746514895,35.835443618017209],[128.55386105564824,35.835394706300775],[128.55403871202813,35.835332950286272],[128.55420908304345,35.835258820753793],[128.55437087074853,35.835172882686926],[128.5545228437006,35.835075788844861],[128.55466384579358,35.834968277880122],[128.55479280505588,35.834851169752248],[128.55490873793528,35.83472535486969],[128.55501076364263,35.834591790356164],[128.55509810405508,35.834451492837459],[128.55517009690334,35.834305531111774],[128.55522619230518,35.834155015360182],[128.55526596485646,35.834001090728222],[128.55528911130625,35.833844929231596],[128.55529545595755,35.833687719790738]]]}"
6345693,2017081,3611025022,161236001,충남 세종1,세종특별자치시 세종특별자치시 조치원읍(- 인근),4,5,1,1,3,0,127.2971949,36.60381617,"{""type"":""Polygon"",""coordinates"":[[[127.70692205321227,34.753346466551136],[127.70691334649617,34.753189290486496],[127.70688807475248,34.753033339220565],[127.70684643114291,34.752879799155799],[127.70678873333493,34.752729839343154],[127.7067154191015,34.752584600668868],[127.70662704739244,34.752445188639236],[127.70652429065943,34.752312663475216],[127.70640793156015,34.752188033806576],[127.70627885529106,34.752072249472178],[127.70613804409645,34.751966190709261],[127.70598656851647,34.751870663660846],[127.70582558301032,34.751786397679275],[127.70565631281276,34.751714031823155],[127.70548004520175,34.751654117578781],[127.70529812074203,34.751607111661912],[127.70511192671889,34.751573370619134],[127.70492287747693,34.751553151763702],[127.7047324122294,34.75154660957265],[127.70454198194182,34.7515537921022],[127.7043530340528,34.75157464642416],[127.70416700700169,34.751609013224389],[127.70398531712972,34.751656630431462],[127.70380934667415,34.751717136843318],[127.7036404339355,34.751790071241068],[127.70347986564562,34.751874877811474],[127.70332886387637,34.751970913381854],[127.70318857729396,34.752077444728023],[127.70306007245233,34.752193662114124],[127.70294432942985,34.752318682003782],[127.70284222763635,34.752451551591214],[127.7027545458388,34.752591259621191],[127.7026819490663,34.752736743623643],[127.70262499190126,34.752886896219586],[127.70258410648259,34.753040575059543],[127.70255960470554,34.753196610033335],[127.70255167278198,34.753353814099839],[127.70256037234493,34.753510989597267],[127.70258563610757,34.753666941776949],[127.70262727224107,34.75382048330502],[127.70268496330516,34.753970445086068],[127.7027582717318,34.754115686174075],[127.70284663765709,34.754255101892952],[127.70294939095068,34.754387629228219],[127.70306574797321,34.754512262163786],[127.70319482468186,34.754628049857956],[127.70333563666688,34.754734111975047],[127.70348711336415,34.754829642270089],[127.70364810243251,34.754913911288483],[127.70381737852895,34.754986279879347],[127.70399365204428,34.755046196476897],[127.70417558223438,34.755093204293935],[127.70436178488445,34.75512694672063],[127.70455084214312,34.755147166407127],[127.7047413145558,34.755153709752939],[127.70493175417732,34.755146525983385],[127.70512071004737,34.755125670747688],[127.70530674348191,34.755091302485987],[127.70548844119038,34.755043683308671],[127.70566441745279,34.754983174483129],[127.70583333379217,34.754910237301551],[127.70599390551934,34.754825427658147],[127.70614491045787,34.754729388818994],[127.70628519769335,34.75462285411119],[127.70641370065196,34.75450663337277],[127.70652944146454,34.75438161023834],[127.70663153969808,34.754248738515834],[127.70671921777971,34.75410902684569],[127.70679180864789,34.75396354049002],[127.70684875898996,34.753813385995777],[127.70688963687431,34.753659705770069],[127.70691413063463,34.753503669965177],[127.70692205321227,34.753346466551136]]]}"
6345363,2017081,4111113400,130541001,경기 수원중부1,경기도 수원시 장안구 영화동(수성중사거리 부근),5,5,0,4,1,0,127.0097977,37.29275987,"{""type"":""Polygon"",""coordinates"":[[[127.16126611469848,35.837204733242309],[127.16125835553046,35.837047550146345],[127.16123380218644,35.83689151524743],[127.16119264237537,35.836737816490391],[127.16113518678017,35.836587624127993],[127.16106187463264,35.836442080819438],[127.16097326488686,35.836302293491869],[127.16087002960003,35.836169327011376],[127.16075295619061,35.83604419337135],[127.16062293418068,35.835927844443475],[127.16048095522552,35.835821164766315],[127.16032809873465,35.835724967899864],[127.16016552748931,35.835639985595201],[127.15999447880468,35.835566863263061],[127.15981625568145,35.835506158146835],[127.15963221354801,35.835458332975115],[127.15944375253576,35.835423750531213],[127.15925230751326,35.835402674527437],[127.15905933592934,35.835395265063241],[127.15886630452638,35.835401579489613],[127.15867468493057,35.835421568790252],[127.15848593260294,35.835455081128181],[127.15830148573976,35.835501860940632],[127.15812274643383,35.835561553392978],[127.15795107735987,35.835633703466861],[127.15778778293112,35.83571776131523],[127.1576341070602,35.835813088565956],[127.1574912176516,35.835918960079702],[127.15736020436911,35.836034568450017],[127.15724206308843,35.836159034777019],[127.15713769255973,35.836291412262703],[127.15704788773223,35.836430693403457],[127.15697333307831,35.836575817182478],[127.15691459368696,35.836725679862518],[127.15687211855564,35.836879141305431],[127.15684623058713,35.837035033057276],[127.15683712765069,35.837192168268501],[127.15684487699563,35.837349352496844],[127.15686942187159,35.83750538823422],[127.1569105748269,35.837659087510296],[127.15696802319459,35.837809282727818],[127.15704132797397,35.837954828463388],[127.15712993372291,35.838094617725439],[127.15723316520997,35.838227587355583],[127.1573502362394,35.838352725267868],[127.15748025626181,35.838469077681893],[127.15762223697034,35.838575759962438],[127.15777509560651,35.838671960236937],[127.15793767043122,35.838756946653852],[127.15810872292077,35.838830071898578],[127.15828695324322,35.838890779550169],[127.15847100246324,35.83893860679364],[127.15865947134138,35.838973190785893],[127.15885092366285,35.83899426776442],[127.15904390504903,35.839001676707881],[127.15923694405281,35.838995362946036],[127.15942857322392,35.838975372810083],[127.15961733351847,35.838941859054636],[127.15980178760529,35.838895077288676],[127.15998053206489,35.838835382403026],[127.16015220735402,35.838763229499349],[127.16031550558637,35.838679167599736],[127.16046918383344,35.838583836978316],[127.16061207301124,35.83847796287376],[127.16074308675873,35.838362351004726],[127.1608612258979,35.838237880368098],[127.16096559284344,35.838105499671755],[127.16105539164762,35.837966216513742],[127.16112994131687,35.83782109020563],[127.16118867362547,35.837671224552217],[127.16123113977979,35.837517762459449],[127.16125701934206,35.837361869729705],[127.16126611469848,35.837204733242309]]]}"
6345633,2017081,1162010100,112111002,서울 서울관악2,서울특별시 관악구 봉천동(공사중 부근),6,6,1,2,2,1,126.9497461,37.48156535,"{""type"":""Polygon"",""coordinates"":[[[127.04250212902862,37.214545165273897],[127.04249449992376,37.214388010534257],[127.04246977557106,37.214231985919021],[127.04242814163342,37.214078278380846],[127.04236991573282,37.213928058248634],[127.04229554300376,37.213782468394193],[127.04220558711732,37.213642616987229],[127.04210073371925,37.21350956759423],[127.04198178144937,37.21338433283541],[127.04184963522137,37.21326786714873],[127.04170529952493,37.213161055948909],[127.04154987507145,37.213064711108885],[127.04138454303251,37.212979568196303],[127.0412105628685,37.212906272945546],[127.04102925653584,37.212845383902376],[127.04084200627885,37.212797365205383],[127.04065023550602,37.212762581104684],[127.04045540540689,37.212741296851156],[127.04025899581831,37.21273367501729],[127.04006250412324,37.212739771887811],[127.03986742380873,37.212759542784994],[127.03967523999481,37.212792836642848],[127.03948741589235,37.212839399559662],[127.03930538038776,37.212898878354807],[127.03913051790879,37.212970819627024],[127.03896416050536,37.213054675130849],[127.03880757428408,37.213149808933956],[127.0386619504104,37.213255494676325],[127.03852839601113,37.213370929054392],[127.0384079296505,37.21349523450607],[127.03830146665125,37.213627463658987],[127.03820981902757,37.213766610145456],[127.03813368191548,37.213911615759429],[127.03807363578606,37.214061376773557],[127.0380301396201,37.214214753826852],[127.03800352184454,37.214370579099686],[127.03799398589823,37.2145276671516],[127.03800160568125,37.214684821212849],[127.03802632208743,37.214840846691885],[127.03806794635402,37.214994555695455],[127.03812616449977,37.215144777863159],[127.03820053162576,37.215290370261265],[127.03829048087877,37.215430225531243],[127.03839533017783,37.215563277325408],[127.03851427986424,37.215688515622993],[127.03864642623547,37.215804984981489],[127.03879076145053,37.215911799861651],[127.03894618815947,37.216008148291678],[127.03911152399527,37.216093294590522],[127.03928551050913,37.216166592925205],[127.03946682220482,37.216227484643333],[127.03965408002199,37.216275505538],[127.03984585919535,37.216310291287932],[127.04004069940714,37.216331576596545],[127.04023711716096,37.216339199747658],[127.04043361931588,37.216333101757151],[127.0406287075768,37.21631332999614],[127.04082089993474,37.216280034668515],[127.04100873179208,37.216233469716236],[127.04119077515384,37.216173988386132],[127.04136564200668,37.216102044143582],[127.04153200351465,37.216018185337177],[127.0416885923193,37.215923047995311],[127.04183421830388,37.21581735858986],[127.0419677709305,37.215701920522704],[127.04208823503556,37.215577611481024],[127.04219469423255,37.215445379843253],[127.04228633776592,37.215306229380204],[127.0423624672609,37.215161221082546],[127.04242250583017,37.21501145787073],[127.04246599472263,37.214858079172579],[127.04249260238549,37.214702252844674],[127.04250212902862,37.214545165273897]]]}"
