다발지식별자,다발지그룹식별자,법정동코드,스팟코드,관할경찰서,다발지명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6345347,2017081,1171010400,112511002,서울 서울송파2,서울특별시 송파구 송파동(송파여성문화회관 부근),4,4,0,0,4,0,127.1078302,37.50718498,"{""type"":""Polygon"",""coordinates"":[[[126.4635025187815,36.772451204181756],[126.46349610674244,36.772294018205763],[126.46347269144516,36.772137879374533],[126.46343244859493,36.771983976400314],[126.46337568521767,36.77183348110421],[126.46330283532028,36.771687537561533],[126.463214450973,36.771547258419446],[126.46311120587386,36.771413709604467],[126.46299388640752,36.771287908443085],[126.46286338509135,36.771170810985858],[126.46272069387614,36.771063310147674],[126.4625669009545,36.770966223061393],[126.46240317511251,36.770880288238665],[126.46223076356259,36.77080616014392],[126.46205097633288,36.770744403651136],[126.46186518412581,36.770695486814908],[126.46167479923835,36.770659783409506],[126.46148127118076,36.770637565680083],[126.4612860732846,36.770629000620822],[126.46109069030955,36.770634155275751],[126.4608966084736,36.770652988539069],[126.46070530526436,36.770685359178906],[126.46051823719183,36.770731020321506],[126.46033682629941,36.770789622938473],[126.46016245558815,36.770860723017449],[126.45999645001029,36.770943778690587],[126.45984007413348,36.771038157424435],[126.45969451638459,36.771143141289379],[126.45956088673698,36.771257932346536],[126.45944020098955,36.771381655213041],[126.45933337723488,36.771513369649654],[126.45924122911184,36.771652072303127],[126.45916445891122,36.771796709264521],[126.45910364858644,36.771946177792024],[126.45905926290465,36.772099341661949],[126.45903164043207,36.772255034694417],[126.45902098890252,36.772412071529544],[126.45902739180204,36.772569257600274],[126.45905079817173,36.772725397155803],[126.45909103257758,36.772879301461991],[126.45914778825036,36.773029798657227],[126.4592206314171,36.77317574460843],[126.45930901021224,36.773316026595353],[126.45941225110633,36.773449578604989],[126.45952956784254,36.773575383213775],[126.45966006798636,36.773692484266412],[126.45980275962282,36.773799988738809],[126.45995655454627,36.773897079387602],[126.46012028390996,36.773983017592975],[126.4602927003944,36.774057148787655],[126.46047249382163,36.774118908003523],[126.46065829330072,36.774167827103213],[126.46084868631389,36.774203532243696],[126.46104222310397,36.774225751127091],[126.46123743007396,36.774234316724154],[126.46143282218856,36.774229161974517],[126.4616269129521,36.774210327986872],[126.46181822460574,36.77417795601508],[126.46200530038274,36.774132292973363],[126.46218671800582,36.774073687947833],[126.46236109426921,36.77400258502405],[126.46252710405211,36.773919526156249],[126.46268348265905,36.77382514397501],[126.46282904158029,36.773720156514614],[126.46296267080668,36.773605361823279],[126.46308335455225,36.773481635394255],[126.46319017478524,36.773349917574997],[126.46328231797376,36.773211211821575],[126.46335908197689,36.773066572137125],[126.46341988502965,36.772917101346145],[126.4634642625857,36.772763935741132],[126.46349187632582,36.772608241554721],[126.4635025187815,36.772451204181756]]]}"
6345518,2017081,1132010600,113111001,서울 서울도봉1,서울특별시 도봉구 방학동(LG대경주유소 부근),4,4,1,2,1,0,127.04311,37.6661394,"{""type"":""Polygon"",""coordinates"":[[[126.82974502686842,37.535726924237188],[126.82973781883381,37.535569768947632],[126.82971343968694,37.535413711373295],[126.82967207244756,37.535259939614569],[126.82961403271112,37.53510962449063],[126.82953976421447,37.534963908698572],[126.82944982981044,37.534823903157893],[126.82934491499724,37.534690671708574],[126.82922581887802,37.534565229258511],[126.82909344748097,37.534448529128149],[126.82894880698377,37.534341461210815],[126.82879300043071,37.534244839336928],[126.82862721191195,37.53415939848157],[126.82845270434962,37.534085789345497],[126.82827080370274,37.534024572858726],[126.82808289677057,37.533976212958613],[126.82789041193091,37.533941079185546],[126.82769481468092,37.533919439447715],[126.82749759409177,37.533911456339432],[126.82730025031429,37.533917192478505],[126.82710428447008,37.533936602336723],[126.82691118839652,37.533969540293519],[126.82672243224977,37.534015755156815],[126.82653945089483,37.534074893690253],[126.82636363931692,37.534146507796898],[126.8261963334085,37.534230051704476],[126.82603880764331,37.534324889161645],[126.82589225918446,37.534430298753932],[126.8257578055734,37.534545479297016],[126.82563646886103,37.534669552448626],[126.8255291720985,37.534801575305757],[126.82543673252918,37.534940542166822],[126.82535985468269,37.53508539710969],[126.82529912130201,37.53523503574106],[126.82525499659805,37.535388320536896],[126.82522781715932,37.535544084394758],[126.82521778732387,37.535701141422955],[126.8252249858765,37.535858296892982],[126.82524935578567,37.536014355292913],[126.82529071431227,37.536168128497351],[126.82534874612571,37.536318445643175],[126.82542300772971,37.536464163971779],[126.82551293648106,37.536604172486697],[126.82561784705312,37.536737407257526],[126.82573694047176,37.536862853275423],[126.82586931079065,37.536979557111579],[126.82601395186509,37.537086628760079],[126.82616976063315,37.537183254277082],[126.82633555293734,37.537268698576852],[126.82651006574051,37.537342310853965],[126.82669197292452,37.537403530082969],[126.82687988749132,37.537451892243162],[126.82707238083123,37.537487027725533],[126.82726798718879,37.537508668569913],[126.82746521721609,37.537516652148376],[126.8276625704755,37.537510915828847],[126.82785854555745,37.537491505144999],[126.82805165034374,37.537458565742497],[126.82824041441351,37.537412348857345],[126.82842340266112,37.537353207787326],[126.82859921989173,37.537281590706463],[126.82876653004122,37.537198043477382],[126.82892405850704,37.537103202452371],[126.82907060804403,37.536997789154263],[126.82920506107783,37.536882604880041],[126.82932639557524,37.536758528085308],[126.82943368855236,37.536626501783779],[126.82952612288081,37.53648753178166],[126.82960299419018,37.536342674096588],[126.82966371993622,37.536193033205102],[126.82970783613995,37.536039746699963],[126.82973500647107,37.53588398173558],[126.82974502686842,37.535726924237188]]]}"
6345365,2017081,1135010300,113011002,서울 서울노원2,서울특별시 노원구 공릉동(반야빌딩 부근),3,3,1,1,0,1,127.0796382,37.62492229,"{""type"":""Polygon"",""coordinates"":[[[128.7370494854342,35.302873152671758],[128.73703872478615,35.302716098065318],[128.73701130688852,35.302560410314349],[128.73696744125033,35.30240727470845],[128.73690746243443,35.302257855416023],[128.73683182555919,35.302113289219477],[128.73674110728581,35.301974678293064],[128.73663599789828,35.301843075858891],[128.73651729797527,35.301719484419074],[128.7363859104988,35.301604843214875],[128.73624283532777,35.301500026481484],[128.73608916020854,35.301405830918647],[128.73592605633544,35.301322973032605],[128.73575476507392,35.301252083863432],[128.73557658908248,35.301193703667458],[128.7353928834082,35.301148274796205],[128.73520504893239,35.301116144469454],[128.73501451245664,35.301097556864683],[128.73482272452068,35.301092654041668],[128.73463114614137,35.301101471569972],[128.73444123350353,35.301123944095238],[128.73425443238298,35.301159899986068],[128.73407216502272,35.301209065975719],[128.73389581802618,35.30127106638335],[128.73372673258646,35.301345431327562],[128.7335661978496,35.301431594087958],[128.73341543233198,35.301528898506717],[128.73327558620306,35.301636604373563],[128.73314772267398,35.301753893023971],[128.73303281363988,35.301879870087014],[128.73293173657237,35.302013578138407],[128.73284525805016,35.302153998670214],[128.73277403724839,35.302300064676842],[128.73271861716577,35.302450662546548],[128.73267941824315,35.302604646551529],[128.73265673956917,35.302760846047889],[128.73265075347419,35.302918071841646],[128.73266150677696,35.303075126093503],[128.73268891657344,35.303230814984651],[128.73273277470039,35.303383953179598],[128.73279274679629,35.303533374655672],[128.73286837794686,35.30367794256415],[128.73295909170565,35.30381655735583],[128.73306419678536,35.303948163025247],[128.73318289601761,35.304071757840219],[128.73331428316197,35.304186401588744],[128.73345735951003,35.304291222624173],[128.73361103723909,35.304385421439001],[128.73377414398936,35.304468282340856],[128.73394544156,35.304539173263173],[128.73412362387583,35.304597556606844],[128.73430733564328,35.304642986346103],[128.73449517910217,35.304675117878524],[128.73468572389859,35.304693706121853],[128.73487751925379,35.304698609898431],[128.73506910715037,35.304689790899232],[128.73525902788941,35.304667317233786],[128.73544583543517,35.304631359666644],[128.73562811062882,35.304582192383592],[128.73580446332261,35.304520188461055],[128.73597355220468,35.304445821465833],[128.73613409124934,35.304359655470158],[128.73628485855741,35.304262347665002],[128.73642470499101,35.304154637450857],[128.73655256737044,35.304037346301392],[128.73666747269507,35.303911365997592],[128.7367685468854,35.303777654930421],[128.73685502017076,35.303637230831221],[128.73692623467554,35.303491163479862],[128.73698164755163,35.303340563851904],[128.73702083857717,35.303186577728532],[128.73704350893041,35.303030377593593],[128.7370494854342,35.302873152671758]]]}"
6345558,2017081,1135010600,113011001,서울 서울노원1,서울특별시 노원구 중계동(삿갓봉근린공원 부근),4,4,0,3,0,1,127.0752682,37.65782578,"{""type"":""Polygon"",""coordinates"":[[[126.64814263426499,37.424444341022024],[126.64813581429287,37.424287176316319],[126.64811184425444,37.424131083204365],[126.64807090744014,37.423977250077876],[126.64801331503696,37.423826848216351],[126.64793950736713,37.423681021881791],[126.64785004380595,37.423540880134631],[126.64774560624049,37.423407490550353],[126.64762699014911,37.423281868340375],[126.64749509790086,37.423164969094159],[126.64735093205579,37.423057681521762],[126.64719559201487,37.42296082382579],[126.64703025833234,37.422875131872367],[126.64685619045642,37.422801259176389],[126.6466747110328,37.422739765973411],[126.64648720362617,37.422691121007382],[126.6462950947035,37.42265569599364],[126.64609984467869,37.42263375834434],[126.64590293995455,37.42262547561856],[126.64570588053715,37.42263091182781],[126.64551016424953,37.422650024618207],[126.64531728105516,37.422682667933344],[126.64512869945983,37.422728595521107],[126.64494585413632,37.422787456336749],[126.6447701356752,37.422858801678792],[126.64460288261584,37.422942090538356],[126.64444536790882,37.423036687697184],[126.64429878975405,37.423141874476208],[126.6441642625617,37.423256848668622],[126.64404281229885,37.423380736222057],[126.64393536175758,37.423512594735854],[126.64384273047192,37.423651420669579],[126.64376562107326,37.423796156453704],[126.64370462255526,37.423945701328016],[126.64366019776837,37.424098917559355],[126.64363268558441,37.424254638568492],[126.64362229512948,37.424411678802564],[126.6436291067871,37.424568844557918],[126.64365306763271,37.424724937552455],[126.64369399575483,37.424878772082621],[126.64375157911074,37.425029175916791],[126.64382538099876,37.425175005658581],[126.64391483776366,37.425315149435171],[126.64401927105045,37.425448542310065],[126.6441378843909,37.425574168062482],[126.64426977661931,37.425691071904744],[126.64441394185084,37.425798362286457],[126.64456928402863,37.425895223620309],[126.64473462141365,37.425980919020233],[126.64490869556502,37.426054795776068],[126.64509018032092,37.42611629082819],[126.64527769528007,37.426164938077143],[126.64546981374606,37.426200365738261],[126.64566507280944,37.426222304527663],[126.64586198579259,37.426230586851659],[126.64605905576421,37.426225151411607],[126.64625478125487,37.426206037837353],[126.64644767202159,37.426173392209101],[126.6466362615341,37.42612746264053],[126.64681911487912,37.426068600236533],[126.64699483789681,37.425997251046176],[126.64716209523485,37.42591395889599],[126.64731961269284,37.42581935819473],[126.64746619310709,37.425714168638528],[126.64760071867332,37.42559918981793],[126.64772216679931,37.425475298626608],[126.64782961363808,37.425343436666317],[126.64792224088795,37.425204608491619],[126.64799934271466,37.42505986903948],[126.6480603348102,37.424910321890394],[126.64810475117358,37.424757103921124],[126.64813225430881,37.424601382673153],[126.64814263426499,37.424444341022024]]]}"
6345641,2017081,1138010900,110911001,서울 서울서부1,서울특별시 은평구 신사동(신사사거리 부근),4,4,0,2,2,0,126.9090659,37.59600876,"{""type"":""Polygon"",""coordinates"":[[[129.02413204598602,35.09706507469928],[129.02412077477331,35.096908053106226],[129.02409289439564,35.096752436784307],[129.02404861788003,35.096599410477211],[129.02398828289213,35.096450136618216],[129.02391234731235,35.096305753583202],[129.02382139002765,35.096167359452551],[129.023716104248,35.09603600668644],[129.0235972886129,35.095912695926678],[129.02346585026223,35.095798364238291],[129.02332278835044,35.095693883515054],[129.02316919052157,35.095600047902472],[129.02300622737548,35.095517571164017],[129.02283513920742,35.095447081439389],[129.02265722711823,35.095389115046153],[129.02247384528911,35.095344113873068],[129.02228638880266,35.095312419222786],[129.02209628488853,35.095294272824113],[129.02190497969903,35.095289813392192],[129.02171393056807,35.095299073119477],[129.0215245896643,35.095321983290809],[129.02133839841002,35.095358368943423],[129.02115677439099,35.095407952637366],[129.02098109936202,35.095470358211756],[129.02081270936233,35.095545110006348],[129.02065288825472,35.095631639252773],[129.02050284913261,35.095729287011416],[129.02036373663228,35.095837310452424],[129.02023660838893,35.095954888496586],[129.02012243069993,35.096081124573068],[129.02002207546846,35.096215059279046],[129.01993630378414,35.096355672387361],[129.0198657694292,35.096501894522454],[129.01981101021923,35.09665261357901],[129.0197724415201,35.096806680212119],[129.01975035764286,35.09696292404805],[129.01974492638996,35.097120155555487],[129.01975619034909,35.09727717684833],[129.01978406273682,35.097432794360586],[129.01982833186563,35.097585823298594],[129.01988866024453,35.097735098472306],[129.0199645902438,35.097879484142759],[129.0200555431459,35.098017882149485],[129.02016082584103,35.09814923813903],[129.02027963980029,35.098272552273166],[129.02041107791791,35.098386886482849],[129.02055414109617,35.098491371474559],[129.02070774160296,35.098585210296271],[129.02087070767689,35.098667690002173],[129.02104180217412,35.098738181420096],[129.02121972057739,35.098796149997362],[129.02140310959371,35.098841152863642],[129.02159057392217,35.098872848664868],[129.02178068609476,35.098890995637241],[129.02197199862823,35.098895455963394],[129.02216305717278,35.098886194705919],[129.02235240606655,35.098863283344265],[129.02253860472439,35.098826895962134],[129.02272023533561,35.098777310052057],[129.02289591594513,35.098714901842229],[129.02306430926413,35.098640147988185],[129.02322413455298,35.098553615504535],[129.02337417535097,35.098455964371524],[129.02351328805088,35.098347936606402],[129.02364041506121,35.098230356096586],[129.02375459007234,35.098104116810951],[129.02385494127915,35.097970179151346],[129.02394070769762,35.097829562533114],[129.02401123573847,35.097683338213983],[129.02406598777796,35.097532618365641],[129.02410454861837,35.097378549680194],[129.02412662423714,35.097222305270549],[129.02413204598602,35.09706507469928]]]}"
6345458,2017081,1141011200,110811002,서울 서울서대문2,서울특별시 서대문구 대현동(신촌기차역_신촌역길_진입 부근),6,6,0,4,2,0,126.9428572,37.55796515,"{""type"":""Polygon"",""coordinates"":[[[127.0264307128773,37.606192904608434],[127.02642308746296,37.606035760097832],[127.02639827502826,37.605879741791767],[127.02635646527941,37.60572603750925],[127.0262979760487,37.605575817549777],[127.02622325448662,37.605430224783852],[127.02613286691364,37.605290366501173],[127.026027502256,37.605157308116162],[127.02590796304854,37.605032062316958],[127.02577515868143,37.604915581829097],[127.02563009864728,37.604808752179174],[127.02547388916484,37.604712388077473],[127.02530771738755,37.604627222540103],[127.02513284916718,37.604553902374789],[127.02495061433957,37.604492986320487],[127.02476239883663,37.604444938707658],[127.02456963792626,37.604410124024128],[127.02437379581797,37.604388807735262],[127.02417636342948,37.604381151768983],[127.02397884479022,37.604387215362792],[127.02378274120809,37.604406951394708],[127.02358954558596,37.604440209965638],[127.02340072883692,37.604486737442812],[127.02321772739745,37.604546180915456],[127.0230419330406,37.604618087251396],[127.02287468491426,37.60470190847186],[127.02271725590849,37.604797008004461],[127.02257084358291,37.604902662447728],[127.02243656107562,37.605018066039555],[127.02231543250315,37.605142341453075],[127.02220837820938,37.605274543340677],[127.02211621471852,37.605413665543125],[127.02203964109235,37.605558648243395],[127.02197924225769,37.605708388795051],[127.02193547650091,37.605861747979873],[127.02190867767879,37.606017558127746],[127.02189904948669,37.606174633007711],[127.02190666651828,37.606331778647807],[127.02193146970089,37.606487797823156],[127.02197327074244,37.606641502692831],[127.02203175092507,37.606791725611551],[127.02210646675476,37.606937320955844],[127.02219684758789,37.607077181339541],[127.02230220805606,37.607210243073261],[127.02242174461875,37.607335493362498],[127.02255454911047,37.607451977574605],[127.02269960867041,37.607558810056304],[127.02285582044726,37.607655177799991],[127.02302199608499,37.607740347674429],[127.0231968707587,37.607813670969399],[127.02337911219938,37.607874589743133],[127.02356733427418,37.607922639582597],[127.02376010487978,37.607957455945858],[127.02395595614782,37.607978773302946],[127.02415339688798,37.607986428792145],[127.02435092616433,37.607980365880607],[127.02454703899853,37.607960628979427],[127.02474024220085,37.607927368915448],[127.02492906799218,37.607880839380364],[127.02511207629695,37.607821393333928],[127.02528787513354,37.607749483986474],[127.02545512745516,37.607665658515991],[127.0256125590999,37.607570555394709],[127.025758973561,37.607464898137628],[127.02589325428242,37.607349490803593],[127.02601438056622,37.607225210846735],[127.02612143099378,37.607093005523375],[127.02621359029138,37.606953881101759],[127.02629015617154,37.606808895677489],[127.02635054844015,37.606659151997853],[127.02639430562887,37.606505792039201],[127.02642109529121,37.606349980823097],[127.0264307128773,37.606192904608434]]]}"
6345433,2017081,1141011700,110811004,서울 서울서대문4,서울특별시 서대문구 연희동(임광아파트 부근),4,4,1,1,2,0,126.9287561,37.56604593,"{""type"":""Polygon"",""coordinates"":[[[127.34477299307963,36.356546363961613],[127.34476482211288,36.356389205072432],[127.34473974972555,36.356233219660474],[127.34469796424985,36.356079595287824],[127.34463978445133,36.35592950164876],[127.34456565508842,36.355784079745916],[127.344476138,36.355644438273707],[127.34437191547681,36.355511638297422],[127.34425378134623,36.35538669143984],[127.34412263430843,36.355270547252459],[127.34397947125159,36.3551640914052],[127.34382538393305,36.355068133061977],[127.34366154338119,36.354983402157323],[127.34348919767827,36.354910543985746],[127.34330965636893,36.354850113773523],[127.34312428824789,36.354802569464709],[127.3429345024099,36.354768274402069],[127.34274174380911,36.354747490109801],[127.34254747989533,36.354740372670506],[127.34235318834683,36.354746978118683],[127.34216034705959,36.354767254313835],[127.34197042410401,36.354801049040965],[127.34178486547935,36.354848104584775],[127.34160508173568,36.354908061317495],[127.341432443504,36.354980464904457],[127.34126826255741,36.355064763573196],[127.34111378956946,36.355160315321619],[127.34097019850118,36.355266393305094],[127.34083858436209,36.355382191241212],[127.34071994760114,36.355506826092103],[127.34061519073731,36.355639350679951],[127.34052511166735,36.355778755479719],[127.34045039695125,36.355923981230276],[127.3403916128899,36.356073920724278],[127.34034920883464,36.356227434137807],[127.34032350826034,36.35638335262351],[127.34031470428155,36.35654048912258],[127.34032286631584,36.356697648290108],[127.34034793003227,36.356853634595382],[127.34038970736208,36.357007260449279],[127.34044787978736,36.357157356112502],[127.34052200277357,36.357302780520804],[127.3406115146757,36.357442424903766],[127.34071573336051,36.357575228107635],[127.34083386511729,36.357700178411505],[127.34096501131796,36.357816326159174],[127.34110817509983,36.357922785572633],[127.34126226468349,36.358018747379504],[127.34142610897172,36.358103481540063],[127.34159845976878,36.358176342660876],[127.34177800737525,36.358236775426036],[127.34196338280499,36.358284321813919],[127.34215317674129,36.358318618418615],[127.34234594398387,36.358339403669049],[127.34254021682032,36.358346521453491],[127.34273451730131,36.358339915726994],[127.34292736725945,36.358319638638491],[127.34311729836091,36.358285842430114],[127.3433028643588,36.358238784862188],[127.34348265447922,36.358178825623959],[127.34365529789716,36.358106419126244],[127.34381948268212,36.358022117229957],[127.34397395804389,36.357926562035253],[127.34411754994932,36.357820480491426],[127.34424916336336,36.357704678989158],[127.34436779785918,36.357580040674613],[127.34447255098664,36.357447512830845],[127.34456262496248,36.357308105081842],[127.34463733338143,36.357162876778375],[127.34469611013407,36.357012935205269],[127.34473850609103,36.356859420249684],[127.34476419802353,36.356703500805857],[127.34477299307963,36.356546363961613]]]}"
6345599,2017081,4420011400,160844002,충남 아산2,충청남도 아산시 권곡동((중앙부동산) 부근),5,5,1,3,1,0,127.0096381,36.78525569,"{""type"":""Polygon"",""coordinates"":[[[128.55320048702404,35.859376217066568],[128.5531899799393,35.859219156065699],[128.55316269857946,35.859063437587643],[128.5531188481078,35.858910247186166],[128.55305876300534,35.85876075124375],[128.55298290249448,35.858616086193479],[128.55289184162959,35.858477354992004],[128.55278627441362,35.858345611766467],[128.55266700491345,35.858221860090659],[128.55253494044712,35.858107040424159],[128.552391084915,35.858002028369071],[128.55223653531067,35.857907622080219],[128.55207246618244,35.857824539698065],[128.55190012734838,35.857753413960744],[128.55172082832323,35.857694786932427],[128.55153593601088,35.85764910281214],[128.55134685592955,35.857616711705496],[128.55115502873801,35.857597857935524],[128.55096191148539,35.857592685616744],[128.55076897645995,35.857601235059299],[128.55057769011711,35.857623440248673],[128.55038950868959,35.85765913158864],[128.55020586495019,35.857708039622786],[128.55002815596271,35.857769789731542],[128.54985773327337,35.857843913937401],[128.54969589511427,35.857929847365632],[128.54954387321203,35.858026935570855],[128.54940282289434,35.858134440031527],[128.54927381983993,35.858251543586171],[128.54915784461119,35.858377353271791],[128.54905577949805,35.858510912971795],[128.54896840189616,35.858651205275528],[128.54889637782739,35.858797164155511],[128.54884025310207,35.858947676846391],[128.54880045794783,35.859101599130369],[128.54877729265792,35.859257759067731],[128.54877093437429,35.859414967755988],[128.54878143279726,35.859572030185809],[128.5488087069067,35.859727748875798],[128.54885254850635,35.85988094097155],[128.5489126266616,35.860030439108925],[128.5489884812535,35.860175106797691],[128.54907953740781,35.860313841001165],[128.54918510126444,35.860445587500948],[128.54930436885874,35.860569342623748],[128.54943643293049,35.860684165805232],[128.54958028959143,35.860789181336578],[128.54973484181355,35.860883590957222],[128.54989891496905,35.860966676425548],[128.55007126022488,35.861037804899944],[128.55025056458271,35.861096434261839],[128.55043546426504,35.861142120212534],[128.5506245524343,35.861174513501943],[128.55081638925799,35.861193367054028],[128.55100951414116,35.861198539466677],[128.55120245894767,35.861189989486974],[128.55139375254095,35.861167784085652],[128.55158194172111,35.861132090159614],[128.55176559240778,35.861083179930553],[128.55194330842156,35.861021427173561],[128.55211373471414,35.860947299975386],[128.55227557623255,35.860861363272932],[128.55242760004066,35.860764271620745],[128.55256865075296,35.860656763645039],[128.55269765267857,35.860539656614193],[128.5528136252895,35.860413843596753],[128.55291568637537,35.860280280810557],[128.55300305866288,35.860139985760057],[128.55307507629161,35.859994024556237],[128.55313119364692,35.859843510034914],[128.55317098183247,35.85968958645995],[128.55319413749027,35.859533426740484],[128.55320048702404,35.859376217066568]]]}"
6345487,2017081,4421010700,160444001,충남 서산1,충청남도 서산시 석림동((흥국쌍용화재앞교차로) 부근),4,4,0,3,1,0,126.4612618,36.77243166,"{""type"":""Polygon"",""coordinates"":[[[128.59998293420256,35.870534261167855],[128.59997233284983,35.870377206179754],[128.59994495472907,35.870221500282483],[128.59990100794658,35.870068328914741],[128.59984082771669,35.869918858313738],[128.59976487068352,35.869774225650744],[128.59967371702112,35.869635530898684],[128.59956805816097,35.869503830634734],[128.59944869996284,35.869380127193871],[128.59931654932385,35.86926536158024],[128.5991726140777,35.869160406257222],[128.59901798854736,35.869066061674829],[128.59885384896586,35.868983045494438],[128.59868144455533,35.868911988163966],[128.59850208864378,35.868853431197536],[128.5983171452902,35.868807820987882],[128.5981280214601,35.868775503469713],[128.59793615707378,35.868756725113073],[128.59774301276505,35.86875162852796],[128.59755005660725,35.868760253487622],[128.59735875852996,35.86878253337337],[128.59717057486728,35.868818298921852],[128.59698693505919,35.86886727744448],[128.59680923950185,35.868929097354197],[128.59663883960317,35.869003287445231],[128.59647703121513,35.869089282361095],[128.59632504696987,35.869186428974487],[128.59618404190857,35.869293988319953],[128.5960550913295,35.869411140120029],[128.59593917543182,35.8695369937425],[128.59583717604241,35.869670591835074],[128.59574987006883,35.869810917596098],[128.59567792295192,35.86995690204548],[128.59562187995229,35.870107434921756],[128.59558216955688,35.870261370960776],[128.5955590936199,35.870417538099026],[128.5955528286033,35.870574747378839],[128.59556342018442,35.87073180381595],[128.59559078995943,35.87088751084621],[128.59563472896807,35.871040683006591],[128.59569490337668,35.871190156702639],[128.59577085339214,35.871334792022147],[128.59586200345007,35.871473488871274],[128.59596765896413,35.871605192414691],[128.59608701528364,35.871728900207685],[128.59621916443675,35.871843669348451],[128.59636310192357,35.871948627236414],[128.59651773008883,35.872042975149171],[128.59668187372685,35.87212599531405],[128.59685428236025,35.872197055396633],[128.59703364472654,35.872255614680775],[128.59721859657068,35.872301226703229],[128.59740772738016,35.872333545504318],[128.59759960031155,35.872352324544948],[128.59779275445899,35.872357420292879],[128.5979857181982,35.87234879570731],[128.59817702462126,35.872326514688574],[128.59836521715286,35.872290747435869],[128.59854886279473,35.872241766719668],[128.59872656426225,35.872179944163541],[128.59889696996797,35.872105751053766],[128.59905878168971,35.872019751956962],[128.59921076782598,35.871922601892905],[128.59935177217059,35.871815039941971],[128.59948072271158,35.871697884655269],[128.59959663596192,35.871572026800983],[128.59969863130723,35.871438425625392],[128.59978593085532,35.871298098033925],[128.59985787262499,35.871152111256727],[128.59991390712165,35.871001575666199],[128.59995360944262,35.870847639255828],[128.59997667683453,35.870691471433595],[128.59998293420256,35.870534261167855]]]}"
6345319,2017081,4476025029,161444001,충남 부여1,충청남도 부여군 부여읍(민속떡집 부근),6,6,0,2,4,0,126.9089322,36.28128672,"{""type"":""Polygon"",""coordinates"":[[[126.84824796556464,35.218988158925761],[126.84824085956583,35.218830945864049],[126.84821708507997,35.218674838701247],[126.8481768205906,35.218521025917326],[126.8481203732708,35.218370678644945],[126.84804817467116,35.218224939826449],[126.84796077195594,35.218084920560798],[126.84785883131899,35.21795168479418],[126.84774312920632,35.217826247470512],[126.84761454582313,35.217709561874209],[126.84747405855474,35.21760251779272],[126.84732273877107,35.217505928877081],[126.84716173646656,35.217420529855552],[126.8469922781068,35.217346971113315],[126.84681565129134,35.217285813201002],[126.84663320261606,35.217237519610791],[126.84644631897594,35.217202459381816],[126.8462564232309,35.21718089986399],[126.84606496105349,35.217173003041047],[126.84587338880326,35.217178830875504],[126.84568316370705,35.217198337140715],[126.8454957339092,35.217231375482115],[126.84531252643259,35.217277693941789],[126.84513493396878,35.217336938493119],[126.84496431042805,35.217408660229594],[126.84480195228581,35.217492312557681],[126.84464909632942,35.217587258397025],[126.84450690423436,35.217692775505867],[126.84437646032437,35.217808061877577],[126.84425875616806,35.217932238360859],[126.84415468718109,35.2180643612636],[126.84406504601844,35.218203424119032],[126.84399051587916,35.218348370271741],[126.84393166170003,35.218498094632089],[126.84388893332583,35.218651459021153],[126.8438626566877,35.218807295728702],[126.84385302931776,35.218964418308609],[126.84386012685812,35.219121631532289],[126.84388389310348,35.219277739449723],[126.84392414982065,35.219431553558145],[126.84398059007283,35.219581902684567],[126.84405278252402,35.219727643830304],[126.84414018019697,35.219867665825717],[126.84424211705088,35.220000904641701],[126.84435781675471,35.22012634524161],[126.84448639917646,35.22024303424152],[126.84462688696011,35.220350081750603],[126.84477820871992,35.220446674013601],[126.84493921440153,35.220532076200605],[126.84510867743668,35.220605637830225],[126.84528531008385,35.220666798264126],[126.84546776556985,35.220715093933457],[126.84565465679285,35.220750155735978],[126.84584456066251,35.220771716273916],[126.84603603125933,35.220779613532564],[126.84622761196799,35.22077378553616],[126.8464178453047,35.220754278516274],[126.84660528287472,35.220721238850388],[126.84678849741896,35.220674918536702],[126.84696609603118,35.220615671658088],[126.84713672461424,35.220543947191842],[126.84729908653954,35.220460291814426],[126.84745194490475,35.220365342698841],[126.84759413796124,35.220259822186357],[126.84772458135599,35.220144532387096],[126.84784228353614,35.220020352556446],[126.847946349146,35.219888226488216],[126.84803598563325,35.219749160745387],[126.84811050994082,35.219604212071133],[126.84816935730925,35.21945448563163],[126.84821207810056,35.219301119669012],[126.84823834661411,35.219145281941387],[126.84824796556464,35.218988158925761]]]}"
